Date,rented_count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons,,
09/14/2018,1199,14,26.3,58,1.5,1986,1.37,0,0,0,1,Autumn,,
09/14/2018,1347,15,26.6,55,1.8,2000,1.1,0,0,0,1,Autumn,,
09/14/2018,1503,16,26.3,57,1.6,2000,0.72,0,0,0,1,Autumn,,
09/14/2018,2059,17,25.9,56,1.7,2000,0.42,0,0,0,1,Autumn,,
09/14/2018,2826,18,25.7,57,1.5,2000,0.24,0,0,0,1,Autumn,,
09/14/2018,1996,19,25.3,60,1.2,2000,0.04,0,0,0,1,Autumn,,
09/14/2018,1869,20,25,61,1.1,2000,0,0,0,0,1,Autumn,,
09/14/2018,1259,21,24.7,61,1.6,2000,0,0,0,0,1,Autumn,,
09/14/2018,567,22,24,73,2.1,1541,0,0,0,0,1,Autumn,,
09/14/2018,810,23,22.3,87,1.1,1810,0,0.5,0,0,1,Autumn,,
09/15/2018,906,0,21.8,83,1.5,2000,0,0,0,0,1,Autumn,,
09/15/2018,881,1,21.8,79,1.4,2000,0,0,0,0,1,Autumn,,
09/15/2018,580,2,21.7,78,1,2000,0,0,0,0,1,Autumn,,
09/15/2018,302,3,21.6,80,1.2,2000,0,0,0,0,1,Autumn,,
09/15/2018,234,4,21.2,83,0.6,2000,0,0.1,0,0,1,Autumn,,
09/15/2018,169,5,21.1,82,0.8,2000,0,0,0,0,1,Autumn,,
09/15/2018,272,6,21,84,0.9,2000,0,0.1,0,0,1,Autumn,,
09/15/2018,453,7,21.2,84,0.3,2000,0.05,0,0,0,1,Autumn,,
09/15/2018,829,8,21.7,78,0.3,2000,0.21,0,0,0,1,Autumn,,
09/15/2018,934,9,22.7,72,1.2,2000,0.59,0,0,0,1,Autumn,,
09/15/2018,1017,10,24.4,65,1.6,1972,1.42,0,0,0,1,Autumn,,
09/15/2018,1212,11,25.2,64,1.2,1938,1.31,0,0,0,1,Autumn,,
09/15/2018,1284,12,25.4,63,0.9,2000,1.01,0,0,0,1,Autumn,,
09/15/2018,1465,13,25.8,65,1,1996,1.12,0,0,0,1,Autumn,,
09/15/2018,1474,14,25.7,67,1.2,2000,0.9,0,0,0,1,Autumn,,
09/15/2018,1077,15,25.2,71,0.2,2000,0.41,0,0,0,1,Autumn,,
09/15/2018,1273,16,24.4,74,0.6,1996,0.13,0,0,0,1,Autumn,,
09/15/2018,1474,17,24.4,75,0.6,2000,0.17,0,0,0,1,Autumn,,
09/15/2018,1566,18,24.2,76,1.2,2000,0.12,0,0,0,1,Autumn,,
09/15/2018,1578,19,23.8,78,2.2,1991,0,0,0,0,1,Autumn,,
09/15/2018,1613,20,23.5,80,1.7,1621,0,0,0,0,1,Autumn,,
09/15/2018,1710,21,23.3,80,0.7,1877,0,0,0,0,1,Autumn,,
09/15/2018,1566,22,23.1,79,0.6,1891,0,0,0,0,1,Autumn,,
09/15/2018,1210,23,22.9,81,0.9,1550,0,0,0,0,1,Autumn,,
09/16/2018,1014,0,22.8,82,1.5,935,0,0,0,0,1,Autumn,,
09/16/2018,764,1,22.8,84,0.9,827,0,0,0,0,1,Autumn,,
09/16/2018,432,2,22.8,85,0.8,708,0,0,0,0,1,Autumn,,
09/16/2018,258,3,22.6,89,0.6,578,0,0.2,0,0,1,Autumn,,
09/16/2018,188,4,22.5,89,0.7,444,0,0.3,0,0,1,Autumn,,
09/16/2018,123,5,22.2,90,1.4,514,0,0,0,0,1,Autumn,,
09/16/2018,137,6,22,90,1.3,471,0,0,0,0,1,Autumn,,
09/16/2018,258,7,21.9,95,1.3,424,0.02,0,0,0,1,Autumn,,
09/16/2018,464,8,21.9,88,1.6,601,0.17,0,0,0,1,Autumn,,
09/16/2018,725,9,22.3,84,1.9,751,0.47,0,0,0,1,Autumn,,
09/16/2018,813,10,22.9,74,1.3,1162,0.84,0,0,0,1,Autumn,,
09/16/2018,1014,11,23.4,61,2.1,1964,0.91,0,0,0,1,Autumn,,
09/16/2018,989,12,23.7,64,1.9,1474,0.79,0,0,0,1,Autumn,,
09/16/2018,754,13,23.6,66,2.1,1689,0.87,0,0,0,1,Autumn,,
09/16/2018,409,14,23.4,72,2.2,682,0.73,0,0,0,1,Autumn,,
09/16/2018,222,15,23.2,83,1.5,349,0.77,0.5,0,0,1,Autumn,,
09/16/2018,142,16,22.5,86,2.5,342,0.47,0,0,0,1,Autumn,,
09/16/2018,322,17,22,89,2.2,285,0.21,1,0,0,1,Autumn,,
09/16/2018,520,18,21.5,89,3,350,0.18,0,0,0,1,Autumn,,
09/16/2018,852,19,21.2,87,2.7,479,0.01,0,0,0,1,Autumn,,
09/16/2018,1073,20,21.1,88,1.7,404,0,0,0,0,1,Autumn,,
09/16/2018,1146,21,21.2,88,1.7,373,0,0,0,0,1,Autumn,,
09/16/2018,988,22,21.4,87,2.4,540,0,0,0,0,1,Autumn,,
09/16/2018,571,23,21.3,80,2.6,1203,0,0,0,0,1,Autumn,,
09/17/2018,531,0,21,82,1.8,958,0,0,0,0,1,Autumn,,
09/17/2018,337,1,20.5,73,1.9,1693,0,0,0,0,1,Autumn,,
09/17/2018,227,2,20.3,81,1.9,1234,0,0.1,0,0,1,Autumn,,
09/17/2018,186,3,20.2,82,1.4,1202,0,0,0,0,1,Autumn,,
09/17/2018,160,4,20,81,2,1313,0,0,0,0,1,Autumn,,
09/17/2018,246,5,19.4,84,1.6,1252,0,0,0,0,1,Autumn,,
09/17/2018,625,6,18.8,88,1.2,798,0,0,0,0,1,Autumn,,
09/17/2018,1487,7,18.5,88,1.4,695,0.08,0,0,0,1,Autumn,,
09/17/2018,2276,8,18.9,77,0.6,1109,0.56,0,0,0,1,Autumn,,
09/17/2018,1185,9,20.5,66,1.1,1711,1.12,0,0,0,1,Autumn,,
09/17/2018,868,10,21.7,60,1.7,1540,1.44,0,0,0,1,Autumn,,
09/17/2018,954,11,23.8,54,2.1,1626,2.55,0,0,0,1,Autumn,,
09/17/2018,1083,12,25.2,50,1.7,1710,2.83,0,0,0,1,Autumn,,
09/17/2018,1069,13,25.6,50,3.8,1876,2.82,0,0,0,1,Autumn,,
09/17/2018,1092,14,26.7,40,3.3,1822,2.8,0,0,0,1,Autumn,,
09/17/2018,1207,15,27.4,33,2.7,1955,2.5,0,0,0,1,Autumn,,
09/17/2018,1445,16,27.6,37,2.8,1935,1.9,0,0,0,1,Autumn,,
09/17/2018,2056,17,27.3,43,2.6,2000,1.25,0,0,0,1,Autumn,,
09/17/2018,3277,18,25.3,56,2.8,1992,0.54,0,0,0,1,Autumn,,
09/17/2018,2489,19,23,63,3.1,2000,0.03,0,0,0,1,Autumn,,
09/17/2018,2232,20,21.9,65,2.5,1986,0,0,0,0,1,Autumn,,
09/17/2018,2100,21,21.3,66,2.3,1989,0,0,0,0,1,Autumn,,
09/17/2018,1865,22,20.8,65,0.9,2000,0,0,0,0,1,Autumn,,
09/17/2018,1293,23,20.2,68,1.2,1963,0,0,0,0,1,Autumn,,
09/18/2018,0,0,19.5,73,1.2,1916,0,0,0,0,0,Autumn,,
09/18/2018,0,1,19.3,71,0.4,1912,0,0,0,0,0,Autumn,,
09/18/2018,0,2,18.8,74,0.2,1866,0,0,0,0,0,Autumn,,
09/18/2018,0,3,18.7,76,0.5,1916,0,0,0,0,0,Autumn,,
09/18/2018,0,4,18.3,78,0.4,1906,0,0,0,0,0,Autumn,,
09/18/2018,0,5,17.9,77,0.5,1658,0,0,0,0,0,Autumn,,
09/18/2018,0,6,17.7,77,0.2,1757,0,0,0,0,0,Autumn,,
09/18/2018,0,7,17.8,76,0.5,1729,0.08,0,0,0,0,Autumn,,
09/18/2018,0,8,18.7,73,0.9,1501,0.34,0,0,0,0,Autumn,,
09/18/2018,0,9,20.8,64,1.1,1205,1.13,0,0,0,0,Autumn,,
09/18/2018,0,10,22.7,54,1,1619,1.74,0,0,0,0,Autumn,,
09/18/2018,0,11,24.1,46,2.1,1678,2.03,0,0,0,0,Autumn,,
09/18/2018,0,12,24.7,43,1.8,1809,1.75,0,0,0,0,Autumn,,
09/18/2018,0,13,25.6,40,2.5,1704,2.18,0,0,0,0,Autumn,,
09/18/2018,0,14,26.1,37,2.3,1749,1.92,0,0,0,0,Autumn,,
09/18/2018,0,15,26.1,43,2.8,1785,1.62,0,0,0,0,Autumn,,
09/18/2018,0,16,26.4,34,2.5,1953,1.6,0,0,0,0,Autumn,,
09/18/2018,0,17,25.5,38,2.9,1997,0.92,0,0,0,0,Autumn,,
09/18/2018,0,18,24.8,48,1.4,2000,0.51,0,0,0,0,Autumn,,
09/18/2018,0,19,23.2,57,2.2,2000,0.03,0,0,0,0,Autumn,,
09/18/2018,0,20,22.6,58,1.4,2000,0,0,0,0,0,Autumn,,
09/18/2018,0,21,22.1,61,1.5,2000,0,0,0,0,0,Autumn,,
09/18/2018,0,22,21.8,65,0.3,2000,0,0,0,0,0,Autumn,,
09/18/2018,0,23,21.2,69,1.3,1999,0,0,0,0,0,Autumn,,
09/19/2018,0,0,21,66,0.4,2000,0,0,0,0,0,Autumn,,
09/19/2018,0,1,20.5,64,0.4,2000,0,0,0,0,0,Autumn,,
09/19/2018,0,2,20,70,0.2,2000,0,0,0,0,0,Autumn,,
09/19/2018,0,3,19.7,70,0.5,2000,0,0,0,0,0,Autumn,,
09/19/2018,0,4,19.5,70,0.5,2000,0,0,0,0,0,Autumn,,
09/19/2018,0,5,19.3,73,0.9,1782,0,0,0,0,0,Autumn,,
09/19/2018,0,6,19,76,0.3,1488,0,0,0,0,0,Autumn,,
09/19/2018,0,7,19,74,0.8,1650,0.03,0,0,0,0,Autumn,,
09/19/2018,0,8,19.8,71,1.1,1534,0.26,0,0,0,0,Autumn,,
09/19/2018,0,9,21.5,61,0.8,1774,0.92,0,0,0,0,Autumn,,
09/19/2018,0,10,22.9,59,1.1,1819,1.49,0,0,0,0,Autumn,,
09/19/2018,0,11,23.6,55,0.6,1723,1.01,0,0,0,0,Autumn,,
09/19/2018,0,12,24.9,51,1.2,1619,1.56,0,0,0,0,Autumn,,
09/19/2018,0,13,26.5,39,1.7,1560,2.15,0,0,0,0,Autumn,,
09/19/2018,0,14,26.1,40,1.2,1840,1.21,0,0,0,0,Autumn,,
09/19/2018,0,15,25.9,39,1.4,1836,0.9,0,0,0,0,Autumn,,
09/19/2018,0,16,25.6,41,1.2,1594,0.65,0,0,0,0,Autumn,,
09/19/2018,0,17,25,44,1.3,1883,0.36,0,0,0,0,Autumn,,
09/19/2018,0,18,24,55,2.2,1691,0.12,0,0,0,0,Autumn,,
09/19/2018,0,19,23.5,58,0.4,1836,0,0,0,0,0,Autumn,,
09/19/2018,0,20,22.6,67,0.3,1737,0,0,0,0,0,Autumn,,
09/19/2018,0,21,21.7,63,1.8,1078,0,0.1,0,0,0,Autumn,,
09/19/2018,0,22,20.9,71,1.6,1057,0,0.1,0,0,0,Autumn,,
09/19/2018,0,23,20.4,57,0.9,2000,0,0,0,0,0,Autumn,,
09/20/2018,886,0,20.1,58,0.3,2000,0,0,0,0,1,Autumn,,
09/20/2018,761,1,20,59,1.1,1999,0,0,0,0,1,Autumn,,
09/20/2018,524,2,19.9,64,1.5,1755,0,0,0,0,1,Autumn,,
09/20/2018,294,3,19.6,72,1.7,1140,0,0,0,0,1,Autumn,,
09/20/2018,241,4,19.6,74,1.4,847,0,0,0,0,1,Autumn,,
09/20/2018,137,5,19.5,74,1.8,1421,0,0,0,0,1,Autumn,,
09/20/2018,47,6,18.8,85,1.4,412,0,0.5,0,0,1,Autumn,,
09/20/2018,130,7,18,95,1.6,375,0,1.5,0,0,1,Autumn,,
09/20/2018,299,8,18,91,1.3,896,0.11,0.5,0,0,1,Autumn,,
09/20/2018,89,9,18.2,93,1.4,572,0.18,1,0,0,1,Autumn,,
09/20/2018,87,10,18.4,91,1.2,394,0.25,0.5,0,0,1,Autumn,,
09/20/2018,111,11,18.8,95,1.5,597,0.46,0,0,0,1,Autumn,,
09/20/2018,180,12,19,91,1.7,965,0.67,0.5,0,0,1,Autumn,,
09/20/2018,301,13,18.9,89,2.6,586,0.58,0,0,0,1,Autumn,,
09/20/2018,573,14,19.3,83,2.3,2000,0.83,0.5,0,0,1,Autumn,,
09/20/2018,696,15,19.4,79,1.4,2000,0.33,0,0,0,1,Autumn,,
09/20/2018,912,16,19.5,75,2.1,2000,0.38,0,0,0,1,Autumn,,
09/20/2018,1290,17,19.3,76,2.1,2000,0.21,0,0,0,1,Autumn,,
09/20/2018,1786,18,19.1,77,2.5,2000,0.08,0,0,0,1,Autumn,,
09/20/2018,1272,19,18.9,78,2.2,2000,0,0,0,0,1,Autumn,,
09/20/2018,898,20,19.1,77,2.2,1834,0,0,0,0,1,Autumn,,
09/20/2018,784,21,18.7,84,2.7,1744,0,0,0,0,1,Autumn,,
09/20/2018,1049,22,18.4,85,2.1,1772,0,0,0,0,1,Autumn,,
09/20/2018,935,23,18.7,80,1.7,2000,0,0,0,0,1,Autumn,,
09/21/2018,809,0,18.9,78,2.1,2000,0,0,0,0,1,Autumn,,
09/21/2018,674,1,19,78,1.6,2000,0,0,0,0,1,Autumn,,
09/21/2018,122,2,19.1,78,1.3,2000,0,0,0,0,1,Autumn,,
09/21/2018,28,3,18.5,88,1.2,659,0,1.5,0,0,1,Autumn,,
09/21/2018,24,4,17.9,95,1.7,1298,0,2.5,0,0,1,Autumn,,
09/21/2018,24,5,17.8,93,1.8,2000,0,0.5,0,0,1,Autumn,,
09/21/2018,23,6,17.6,95,1.7,974,0,1.5,0,0,1,Autumn,,
09/21/2018,45,7,17.6,96,1.7,310,0,5,0,0,1,Autumn,,
09/21/2018,127,8,17.8,97,2,1284,0.09,4,0,0,1,Autumn,,
09/21/2018,47,9,18.2,96,1.3,1251,0.21,1,0,0,1,Autumn,,
09/21/2018,78,10,18.4,96,2,1124,0.32,1,0,0,1,Autumn,,
09/21/2018,98,11,18.9,91,1.8,1938,0.64,0.5,0,0,1,Autumn,,
09/21/2018,143,12,19.1,91,2,1971,0.63,0,0,0,1,Autumn,,
09/21/2018,600,13,19.8,88,0.9,1796,0.65,0,0,0,1,Autumn,,
09/21/2018,972,14,21.4,76,1.4,2000,1.5,0.5,0,0,1,Autumn,,
09/21/2018,1288,15,21.8,76,1.4,2000,1.2,0,0,0,1,Autumn,,
09/21/2018,1550,16,21.5,78,1.2,2000,0.51,0,0,0,1,Autumn,,
09/21/2018,1904,17,21.2,77,1.2,2000,0.31,0,0,0,1,Autumn,,
09/21/2018,2235,18,20.9,77,0.6,2000,0.23,0,0,0,1,Autumn,,
09/21/2018,1720,19,20.3,81,1,2000,0.02,0,0,0,1,Autumn,,
09/21/2018,1551,20,20,82,0.4,2000,0,0,0,0,1,Autumn,,
09/21/2018,1540,21,19.9,82,0.6,2000,0,0,0,0,1,Autumn,,
09/21/2018,1493,22,19.7,82,0.5,2000,0,0,0,0,1,Autumn,,
09/21/2018,1171,23,19.5,82,0.6,2000,0,0,0,0,1,Autumn,,
09/22/2018,953,0,19.5,81,1.1,2000,0,0,0,0,1,Autumn,,
09/22/2018,875,1,19.5,83,1.5,1459,0,0,0,0,1,Autumn,,
09/22/2018,655,2,19.4,85,0,1533,0,0,0,0,1,Autumn,,
09/22/2018,458,3,18.8,90,1,1191,0,0,0,0,1,Autumn,,
09/22/2018,96,4,18.9,88,0.8,1226,0,0,0,0,1,Autumn,,
09/22/2018,93,5,18.8,96,0.2,973,0,6.5,0,0,1,Autumn,,
09/22/2018,215,6,18.4,95,0.1,752,0,0,0,0,1,Autumn,,
09/22/2018,363,7,18.1,96,0.9,557,0.04,0,0,0,1,Autumn,,
09/22/2018,654,8,18.2,86,0,858,0.48,0,0,0,1,Autumn,,
09/22/2018,810,9,19.7,78,1.3,740,1.17,0,0,0,1,Autumn,,
09/22/2018,925,10,21.8,67,1.9,878,1.88,0,0,0,1,Autumn,,
09/22/2018,1062,11,22.7,55,2.7,1297,1.86,0,0,0,1,Autumn,,
09/22/2018,1273,12,24.2,43,2.2,1798,2.31,0,0,0,1,Autumn,,
09/22/2018,1409,13,24.9,32,3.9,2000,2.57,0,0,0,1,Autumn,,
09/22/2018,1532,14,25.2,28,4.4,2000,2.76,0,0,0,1,Autumn,,
09/22/2018,1814,15,25.4,32,3.8,1980,2.42,0,0,0,1,Autumn,,
09/22/2018,1840,16,25.3,38,3,2000,1.88,0,0,0,1,Autumn,,
09/22/2018,2045,17,24.6,35,3.6,1990,1.2,0,0,0,1,Autumn,,
09/22/2018,1939,18,23.2,36,2.8,2000,0.47,0,0,0,1,Autumn,,
09/22/2018,1743,19,21.3,43,2.8,2000,0.02,0,0,0,1,Autumn,,
09/22/2018,1604,20,20.4,52,1.2,2000,0,0,0,0,1,Autumn,,
09/22/2018,1502,21,19.4,55,0.8,2000,0,0,0,0,1,Autumn,,
09/22/2018,1430,22,18.6,62,0.6,2000,0,0,0,0,1,Autumn,,
09/22/2018,1108,23,17.9,66,1,2000,0,0,0,0,1,Autumn,,
09/23/2018,880,0,17.2,69,0.6,2000,0,0,0,1,1,Autumn,,
09/23/2018,644,1,16.4,66,0.1,2000,0,0,0,1,1,Autumn,,
09/23/2018,489,2,16,72,1.3,2000,0,0,0,1,1,Autumn,,
09/23/2018,334,3,15.8,70,0.8,2000,0,0,0,1,1,Autumn,,
09/23/2018,202,4,16.2,69,0.7,2000,0,0,0,1,1,Autumn,,
09/23/2018,106,5,16.3,67,0.8,2000,0,0,0,1,1,Autumn,,
09/23/2018,144,6,16.5,73,1.2,2000,0,0,0,1,1,Autumn,,
09/23/2018,261,7,16.5,74,0.4,2000,0,0,0,1,1,Autumn,,
09/23/2018,439,8,17,69,1.2,2000,0.3,0,0,1,1,Autumn,,
09/23/2018,534,9,18.4,59,1,1951,0.86,0,0,1,1,Autumn,,
09/23/2018,620,10,19.3,59,0.2,2000,0.94,0,0,1,1,Autumn,,
09/23/2018,764,11,20.1,57,3,1929,1.29,0,0,1,1,Autumn,,
09/23/2018,915,12,20.8,52,1.2,1984,1.25,0,0,1,1,Autumn,,
09/23/2018,1031,13,22.7,44,1.4,1913,1.77,0,0,1,1,Autumn,,
09/23/2018,1136,14,24.2,40,1.2,1953,2.62,0,0,1,1,Autumn,,
09/23/2018,1366,15,25,28,2.2,2000,2.39,0,0,1,1,Autumn,,
09/23/2018,1502,16,24.6,29,4,1988,1.73,0,0,1,1,Autumn,,
09/23/2018,1591,17,24.1,41,2.4,2000,1.17,0,0,1,1,Autumn,,
09/23/2018,1492,18,22.3,53,2.7,2000,0.44,0,0,1,1,Autumn,,
09/23/2018,1333,19,21,54,2.9,2000,0.01,0,0,1,1,Autumn,,
09/23/2018,1287,20,20.2,48,3.3,2000,0,0,0,1,1,Autumn,,
09/23/2018,1148,21,19.1,38,2.1,2000,0,0,0,1,1,Autumn,,
09/23/2018,1074,22,18.5,40,2.5,2000,0,0,0,1,1,Autumn,,
09/23/2018,768,23,17.7,45,1.1,2000,0,0,0,1,1,Autumn,,
09/24/2018,620,0,17.2,50,1.7,2000,0,0,0,1,1,Autumn,,
09/24/2018,426,1,16.8,53,2,2000,0,0,0,1,1,Autumn,,
09/24/2018,302,2,16.1,57,0.7,2000,0,0,0,1,1,Autumn,,
09/24/2018,216,3,15.5,63,0.3,2000,0,0,0,1,1,Autumn,,
09/24/2018,141,4,14.9,68,0.9,2000,0,0,0,1,1,Autumn,,
09/24/2018,105,5,14.4,66,0.3,2000,0,0,0,1,1,Autumn,,
09/24/2018,141,6,14.3,66,0.5,2000,0,0,0,1,1,Autumn,,
09/24/2018,205,7,14.7,61,2.1,2000,0.02,0,0,1,1,Autumn,,
09/24/2018,296,8,15.4,52,2.2,1985,0.49,0,0,1,1,Autumn,,
09/24/2018,310,9,17,43,2.1,1993,1.36,0,0,1,1,Autumn,,
09/24/2018,426,10,18.5,38,3.3,2000,2.02,0,0,1,1,Autumn,,
09/24/2018,588,11,19.4,31,4.1,1966,2.55,0,0,1,1,Autumn,,
09/24/2018,754,12,20.3,34,2.6,2000,2.85,0,0,1,1,Autumn,,
09/24/2018,885,13,20.9,30,3.5,2000,2.93,0,0,1,1,Autumn,,
09/24/2018,1099,14,21.3,30,4.3,2000,2.78,0,0,1,1,Autumn,,
09/24/2018,1273,15,21.8,32,3.3,2000,2.42,0,0,1,1,Autumn,,
09/24/2018,1433,16,22,31,2.7,2000,1.87,0,0,1,1,Autumn,,
09/24/2018,1442,17,21.6,32,3.1,2000,1.2,0,0,1,1,Autumn,,
09/24/2018,1237,18,20.3,35,2.4,2000,0.46,0,0,1,1,Autumn,,
09/24/2018,1280,19,18.6,54,2.7,2000,0.01,0,0,1,1,Autumn,,
09/24/2018,1227,20,17.6,57,1.4,2000,0,0,0,1,1,Autumn,,
09/24/2018,1145,21,16.8,58,1.2,2000,0,0,0,1,1,Autumn,,
09/24/2018,958,22,16.6,47,3.9,2000,0,0,0,1,1,Autumn,,
09/24/2018,750,23,15.7,51,0.4,2000,0,0,0,1,1,Autumn,,
09/25/2018,558,0,14.7,55,1.6,2000,0,0,0,1,1,Autumn,,
09/25/2018,408,1,13.8,60,0.8,2000,0,0,0,1,1,Autumn,,
09/25/2018,292,2,13.4,62,0.2,2000,0,0,0,1,1,Autumn,,
09/25/2018,222,3,12.7,67,0.5,2000,0,0,0,1,1,Autumn,,
09/25/2018,157,4,12,69,0.5,2000,0,0,0,1,1,Autumn,,
09/25/2018,105,5,11.5,70,0.5,2000,0,0,0,1,1,Autumn,,
09/25/2018,132,6,11.2,70,0.9,2000,0,0,0,1,1,Autumn,,
09/25/2018,262,7,10.8,72,0.9,2000,0.03,0,0,1,1,Autumn,,
09/25/2018,440,8,12,61,1.3,1988,0.6,0,0,1,1,Autumn,,
09/25/2018,542,9,15.3,49,1,2000,1.34,0,0,1,1,Autumn,,
09/25/2018,667,10,18,44,1.3,1984,1.99,0,0,1,1,Autumn,,
09/25/2018,853,11,20.1,40,1.6,1985,2.47,0,0,1,1,Autumn,,
09/25/2018,1045,12,21.7,36,2,2000,2.78,0,0,1,1,Autumn,,
09/25/2018,1309,13,22.9,30,2,2000,2.9,0,0,1,1,Autumn,,
09/25/2018,1522,14,23.7,28,1.4,2000,2.77,0,0,1,1,Autumn,,
09/25/2018,1747,15,24.1,26,1.6,2000,2.38,0,0,1,1,Autumn,,
09/25/2018,1955,16,24.2,28,1.7,2000,1.86,0,0,1,1,Autumn,,
09/25/2018,2033,17,22.9,33,1.4,2000,0.83,0,0,1,1,Autumn,,
09/25/2018,1885,18,21.6,37,1,2000,0.24,0,0,1,1,Autumn,,
09/25/2018,1608,19,20.3,39,0.6,2000,0,0,0,1,1,Autumn,,
09/25/2018,1583,20,19.3,45,0.4,2000,0,0,0,1,1,Autumn,,
09/25/2018,1565,21,18.5,48,1,2000,0,0,0,1,1,Autumn,,
09/25/2018,1418,22,17.7,52,1,2000,0,0,0,1,1,Autumn,,
09/25/2018,1042,23,17.4,49,1.2,2000,0,0,0,1,1,Autumn,,
09/26/2018,880,0,17,51,1.5,2000,0,0,0,0,1,Autumn,,
09/26/2018,594,1,16.6,53,1.7,2000,0,0,0,0,1,Autumn,,
09/26/2018,453,2,16.6,54,1.5,2000,0,0,0,0,1,Autumn,,
09/26/2018,355,3,16.5,57,1.6,2000,0,0,0,0,1,Autumn,,
09/26/2018,222,4,16.4,59,1.7,2000,0,0,0,0,1,Autumn,,
09/26/2018,150,5,16.3,61,1.5,2000,0,0,0,0,1,Autumn,,
09/26/2018,230,6,16.3,62,2.1,2000,0,0,0,0,1,Autumn,,
09/26/2018,335,7,16.3,62,2,2000,0.01,0,0,0,1,Autumn,,
09/26/2018,598,8,16.7,60,2,2000,0.2,0,0,0,1,Autumn,,
09/26/2018,680,9,17.7,54,1.8,2000,0.63,0,0,0,1,Autumn,,
09/26/2018,923,10,19.4,47,2.3,2000,1.45,0,0,0,1,Autumn,,
09/26/2018,1152,11,20.5,42,2.1,1981,1.59,0,0,0,1,Autumn,,
09/26/2018,1358,12,22.5,37,1.8,2000,2.5,0,0,0,1,Autumn,,
09/26/2018,1686,13,23.4,34,2.1,2000,2.84,0,0,0,1,Autumn,,
09/26/2018,1972,14,24.1,33,1.3,2000,2.52,0,0,0,1,Autumn,,
09/26/2018,2170,15,24.7,35,1.2,2000,2.28,0,0,0,1,Autumn,,
09/26/2018,2270,16,24.4,35,1.8,2000,1.71,0,0,0,1,Autumn,,
09/26/2018,2349,17,23.6,38,1.4,2000,1.04,0,0,0,1,Autumn,,
09/26/2018,2339,18,22.1,45,1.5,2000,0.27,0,0,0,1,Autumn,,
09/26/2018,1937,19,20.7,46,1,2000,0.02,0,0,0,1,Autumn,,
09/26/2018,1653,20,20,46,2,2000,0,0,0,0,1,Autumn,,
09/26/2018,1529,21,18.9,43,2,2000,0,0,0,0,1,Autumn,,
09/26/2018,1249,22,18.1,43,1.7,2000,0,0,0,0,1,Autumn,,
09/26/2018,934,23,17.4,46,2.1,2000,0,0,0,0,1,Autumn,,
09/27/2018,770,0,16.7,50,1.7,2000,0,0,0,0,1,Autumn,,
09/27/2018,488,1,16.1,53,1.4,2000,0,0,0,0,1,Autumn,,
09/27/2018,326,2,15.7,53,1.4,2000,0,0,0,0,1,Autumn,,
09/27/2018,178,3,14.9,57,1.1,2000,0,0,0,0,1,Autumn,,
09/27/2018,151,4,14.4,58,1.1,2000,0,0,0,0,1,Autumn,,
09/27/2018,207,5,13.9,60,0.6,2000,0,0,0,0,1,Autumn,,
09/27/2018,589,6,13.4,61,0.8,2000,0,0,0,0,1,Autumn,,
09/27/2018,1364,7,13.2,60,0.5,2000,0.02,0,0,0,1,Autumn,,
09/27/2018,2129,8,14.8,51,1.1,2000,0.59,0,0,0,1,Autumn,,
09/27/2018,1120,9,17.7,48,1.5,2000,1.3,0,0,0,1,Autumn,,
09/27/2018,907,10,19.9,47,1.8,1989,1.93,0,0,0,1,Autumn,,
09/27/2018,1019,11,21.3,43,1.7,1998,2.42,0,0,0,1,Autumn,,
09/27/2018,1189,12,23.2,42,1.4,2000,2.73,0,0,0,1,Autumn,,
09/27/2018,1191,13,23,39,1.7,2000,2.28,0,0,0,1,Autumn,,
09/27/2018,1305,14,24.6,34,1.5,2000,2.74,0,0,0,1,Autumn,,
09/27/2018,1404,15,23.4,35,1.4,2000,1.39,0,0,0,1,Autumn,,
09/27/2018,1636,16,23.6,31,1.1,2000,1.37,0,0,0,1,Autumn,,
09/27/2018,2189,17,24.3,31,1.5,2000,1.17,0,0,0,1,Autumn,,
09/27/2018,3154,18,22.5,38,0.8,2000,0.31,0,0,0,1,Autumn,,
09/27/2018,2422,19,20.6,44,0.7,2000,0.01,0,0,0,1,Autumn,,
09/27/2018,2098,20,19.5,47,1.2,2000,0,0,0,0,1,Autumn,,
09/27/2018,1930,21,18.7,48,1.3,2000,0,0,0,0,1,Autumn,,
09/27/2018,1801,22,17.9,50,1,2000,0,0,0,0,1,Autumn,,
09/27/2018,1222,23,17.7,51,1.4,2000,0,0,0,0,1,Autumn,,
09/28/2018,0,0,17.1,52,1.4,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,1,16.5,53,1.5,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,2,16,56,1.5,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,3,15.3,59,1.6,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,4,14.7,62,1.5,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,5,14.5,60,1.4,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,6,14.4,61,1.2,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,7,14.5,62,1.5,2000,0.03,0,0,0,0,Autumn,,
